1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
1.000000	0.136585	0.180212	0.095671	0.082482	0.061830	0.053649	0.044704	0.039836	0.034821	0.031648	0.028432	0.026205	0.023962	0.022313	0.020657	0.019385	0.018110	0.017097	0.016083	0.015256	0.014429	0.013740	0.013051	0.012468	0.011885	0.011384	0.010883	0.010447	0.010011	0.009628	0.009246	0.008906	0.008567	0.008263	0.007961	0.007687	0.007415	0.007168	0.006921	0.006696	0.006472	0.006266	0.006061	0.005872	0.005684	0.005510	0.005336	0.005175	0.005015	0.004865	0.004716	0.004577	0.004439	0.004309	0.004179	0.004058	0.003937	0.003823	0.003710	0.003603	0.003497	0.003396	0.003296	0.003201	0.003107	0.003017	0.002929	0.002844	0.002760	0.002680	0.002600	0.002524	0.002449	0.002376	0.002305	0.002236	0.002168	0.002103	0.002038	0.001976	0.001914	0.001854	0.001795	0.001739	0.001682	0.001628	0.001574	0.001522	0.001470	0.001420	0.001371	0.001322	0.001275	0.001228	0.001183	0.001138	0.001094	0.001051	0.001008	0.000966	0.000925	0.000884	0.000844	0.000805	0.000766	0.000728	0.000690	0.000653	0.000616	0.000579	0.000543	0.000508	0.000472	0.000437	0.000402	0.000368	0.000334	0.000300	0.000266	0.000232	0.000199	0.000165	0.000132	0.000099	0.000066	0.000033	0.000000	
1.000000	0.273170	0.255729	0.191342	0.145439	0.123660	0.101319	0.089407	0.077155	0.069642	0.062012	0.056863	0.051669	0.047924	0.044160	0.041314	0.038458	0.036219	0.033975	0.032165	0.030353	0.028857	0.027361	0.026102	0.024844	0.023769	0.022695	0.021765	0.020835	0.020022	0.019209	0.018490	0.017773	0.017133	0.016494	0.015920	0.015348	0.014829	0.014312	0.013842	0.013373	0.012943	0.012515	0.012122	0.011730	0.011367	0.011007	0.010672	0.010339	0.010029	0.009720	0.009432	0.009145	0.008876	0.008609	0.008358	0.008109	0.007873	0.007640	0.007419	0.007200	0.006993	0.006787	0.006592	0.006398	0.006213	0.006031	0.005857	0.005684	0.005519	0.005356	0.005200	0.005045	0.004897	0.004750	0.004609	0.004470	0.004336	0.004203	0.004075	0.003949	0.003827	0.003707	0.003590	0.003475	0.003364	0.003254	0.003147	0.003042	0.002940	0.002839	0.002741	0.002644	0.002549	0.002456	0.002365	0.002275	0.002187	0.002100	0.002015	0.001931	0.001849	0.001768	0.001688	0.001609	0.001532	0.001455	0.001380	0.001305	0.001231	0.001158	0.001086	0.001015	0.000944	0.000874	0.000805	0.000736	0.000667	0.000599	0.000532	0.000464	0.000397	0.000331	0.000264	0.000198	0.000132	0.000066	0.000000	
1.000000	0.305060	0.331246	0.242975	0.208396	0.169901	0.148988	0.127551	0.114473	0.101206	0.092375	0.083465	0.077132	0.070763	0.066007	0.061233	0.057530	0.053819	0.050852	0.047881	0.045448	0.043013	0.040980	0.038946	0.037218	0.035492	0.034004	0.032518	0.031223	0.029929	0.028789	0.027650	0.026639	0.025629	0.024724	0.023821	0.023006	0.022194	0.021455	0.020720	0.020048	0.019378	0.018763	0.018150	0.017585	0.017023	0.016502	0.015983	0.015501	0.015021	0.014573	0.014128	0.013711	0.013297	0.012908	0.012522	0.012158	0.011796	0.011455	0.011116	0.010796	0.010478	0.010176	0.009877	0.009593	0.009311	0.009042	0.008776	0.008522	0.008271	0.008030	0.007792	0.007564	0.007339	0.007122	0.006908	0.006702	0.006498	0.006302	0.006108	0.005921	0.005736	0.005558	0.005381	0.005211	0.005042	0.004879	0.004718	0.004561	0.004407	0.004256	0.004108	0.003964	0.003821	0.003682	0.003545	0.003411	0.003278	0.003149	0.003021	0.002896	0.002772	0.002651	0.002531	0.002413	0.002296	0.002182	0.002068	0.001957	0.001846	0.001737	0.001628	0.001521	0.001415	0.001310	0.001206	0.001103	0.001000	0.000898	0.000797	0.000696	0.000596	0.000496	0.000396	0.000297	0.000198	0.000099	0.000000	
1.000000	0.336950	0.362724	0.294607	0.247465	0.216142	0.185260	0.165694	0.145966	0.132769	0.119472	0.110067	0.100610	0.093601	0.086566	0.081152	0.075724	0.071418	0.067104	0.063596	0.060084	0.057168	0.054252	0.051788	0.049324	0.047212	0.045102	0.043270	0.041439	0.039833	0.038229	0.036808	0.035390	0.034122	0.032858	0.031720	0.030584	0.029556	0.028530	0.027595	0.026664	0.025810	0.024960	0.024177	0.023397	0.022676	0.021958	0.021292	0.020629	0.020011	0.019397	0.018822	0.018251	0.017716	0.017183	0.016683	0.016186	0.015717	0.015251	0.014811	0.014375	0.013961	0.013550	0.013160	0.012774	0.012406	0.012042	0.011694	0.011350	0.011021	0.010695	0.010383	0.010074	0.009778	0.009485	0.009204	0.008926	0.008658	0.008394	0.008139	0.007887	0.007643	0.007403	0.007171	0.006941	0.006719	0.006499	0.006286	0.006076	0.005872	0.005670	0.005474	0.005280	0.005091	0.004905	0.004723	0.004544	0.004368	0.004195	0.004025	0.003858	0.003694	0.003531	0.003372	0.003214	0.003060	0.002906	0.002756	0.002606	0.002459	0.002313	0.002170	0.002027	0.001886	0.001746	0.001607	0.001469	0.001333	0.001197	0.001062	0.000927	0.000794	0.000661	0.000528	0.000396	0.000264	0.000132	0.000000	
1.000000	0.349316	0.394203	0.322352	0.286534	0.247495	0.221530	0.195402	0.177457	0.159425	0.146568	0.133655	0.124087	0.114487	0.107124	0.099744	0.093916	0.088079	0.083355	0.078626	0.074718	0.070809	0.067521	0.064234	0.061428	0.058622	0.056197	0.053773	0.051654	0.049537	0.047667	0.045801	0.044138	0.042478	0.040989	0.039503	0.038159	0.036820	0.035601	0.034387	0.033277	0.032170	0.031153	0.030140	0.029205	0.028275	0.027412	0.026553	0.025754	0.024959	0.024217	0.023479	0.022788	0.022101	0.021455	0.020814	0.020210	0.019611	0.019044	0.018482	0.017950	0.017422	0.016921	0.016424	0.015952	0.015484	0.015038	0.014596	0.014174	0.013756	0.013356	0.012960	0.012581	0.012206	0.011846	0.011490	0.011147	0.010809	0.010483	0.010160	0.009850	0.009542	0.009245	0.008952	0.008668	0.008388	0.008117	0.007848	0.007588	0.007331	0.007081	0.006834	0.006594	0.006357	0.006126	0.005897	0.005675	0.005454	0.005239	0.005026	0.004818	0.004612	0.004410	0.004211	0.004015	0.003821	0.003630	0.003441	0.003255	0.003071	0.002889	0.002709	0.002531	0.002355	0.002180	0.002007	0.001835	0.001664	0.001495	0.001326	0.001158	0.000991	0.000825	0.000659	0.000494	0.000329	0.000165	0.000000	
1.000000	0.361682	0.410092	0.350095	0.310714	0.278846	0.247669	0.225108	0.202537	0.186079	0.169577	0.157242	0.144875	0.135371	0.125847	0.118335	0.110811	0.104738	0.098659	0.093653	0.088644	0.084446	0.080248	0.076677	0.073107	0.070029	0.066954	0.064273	0.061595	0.059237	0.056882	0.054790	0.052701	0.050831	0.048965	0.047282	0.045603	0.044080	0.042561	0.041175	0.039794	0.038526	0.037264	0.036100	0.034941	0.033869	0.032802	0.031810	0.030823	0.029903	0.028988	0.028131	0.027281	0.026482	0.025688	0.024942	0.024200	0.023500	0.022806	0.022149	0.021497	0.020879	0.020266	0.019684	0.019107	0.018557	0.018013	0.017493	0.016979	0.016487	0.016000	0.015534	0.015073	0.014630	0.014192	0.013772	0.013356	0.012956	0.012560	0.012179	0.011801	0.011438	0.011078	0.010731	0.010387	0.010055	0.009726	0.009408	0.009093	0.008787	0.008485	0.008192	0.007902	0.007620	0.007341	0.007069	0.006800	0.006538	0.006278	0.006025	0.005774	0.005528	0.005285	0.005047	0.004811	0.004580	0.004350	0.004125	0.003901	0.003681	0.003463	0.003247	0.003034	0.002823	0.002613	0.002405	0.002199	0.001995	0.001791	0.001589	0.001388	0.001188	0.000989	0.000790	0.000592	0.000395	0.000197	0.000000	
1.000000	0.368068	0.425981	0.366442	0.334894	0.300065	0.273806	0.247487	0.227616	0.207728	0.192584	0.177417	0.165660	0.153884	0.144566	0.135236	0.127703	0.120163	0.113961	0.107756	0.102567	0.097376	0.092972	0.088568	0.084782	0.080998	0.077708	0.074420	0.071533	0.068649	0.066092	0.063540	0.061260	0.058984	0.056936	0.054893	0.053042	0.051197	0.049516	0.047840	0.046306	0.044777	0.043369	0.041968	0.040673	0.039383	0.038187	0.036996	0.035887	0.034784	0.033753	0.032729	0.031768	0.030814	0.029916	0.029025	0.028185	0.027351	0.026563	0.025781	0.025040	0.024305	0.023607	0.022915	0.022257	0.021605	0.020983	0.020367	0.019779	0.019197	0.018640	0.018088	0.017560	0.017036	0.016534	0.016038	0.015560	0.015088	0.014633	0.014183	0.013750	0.013321	0.012907	0.012498	0.012102	0.011710	0.011332	0.010957	0.010594	0.010235	0.009887	0.009542	0.009207	0.008876	0.008553	0.008234	0.007923	0.007616	0.007315	0.007018	0.006728	0.006440	0.006158	0.005879	0.005606	0.005335	0.005069	0.004805	0.004546	0.004288	0.004035	0.003783	0.003535	0.003288	0.003044	0.002802	0.002562	0.002324	0.002087	0.001851	0.001617	0.001384	0.001152	0.000921	0.000690	0.000460	0.000230	0.000000	
1.000000	0.374454	0.435310	0.382788	0.350639	0.321283	0.292614	0.269864	0.247154	0.229376	0.211591	0.197590	0.183575	0.172395	0.161204	0.152135	0.143059	0.135585	0.128107	0.121855	0.115603	0.110303	0.105003	0.100455	0.095909	0.091963	0.088020	0.084563	0.081110	0.078056	0.075006	0.072286	0.069571	0.067132	0.064699	0.062499	0.060305	0.058309	0.056320	0.054500	0.052687	0.051021	0.049362	0.047830	0.046305	0.044892	0.043485	0.042176	0.040875	0.039660	0.038452	0.037320	0.036196	0.035140	0.034091	0.033103	0.032122	0.031196	0.030276	0.029406	0.028543	0.027724	0.026912	0.026141	0.025376	0.024647	0.023925	0.023236	0.022554	0.021901	0.021255	0.020637	0.020025	0.019438	0.018857	0.018298	0.017746	0.017215	0.016689	0.016183	0.015683	0.015199	0.014722	0.014260	0.013804	0.013362	0.012926	0.012503	0.012085	0.011679	0.011278	0.010888	0.010503	0.010128	0.009757	0.009396	0.009039	0.008690	0.008345	0.008008	0.007675	0.007349	0.007026	0.006709	0.006395	0.006088	0.005783	0.005483	0.005186	0.004893	0.004603	0.004317	0.004033	0.003752	0.003473	0.003197	0.002923	0.002651	0.002381	0.002113	0.001845	0.001580	0.001315	0.001051	0.000787	0.000525	0.000262	0.000000	
1.000000	0.378322	0.444638	0.393307	0.366383	0.336090	0.311422	0.286701	0.266690	0.246690	0.230596	0.214500	0.201488	0.188469	0.177839	0.167204	0.158411	0.149615	0.142249	0.134882	0.128635	0.122389	0.117031	0.111675	0.107031	0.102390	0.098327	0.094268	0.090682	0.087102	0.083913	0.080731	0.077876	0.075028	0.072456	0.069891	0.067561	0.065238	0.063117	0.061003	0.059062	0.057130	0.055348	0.053573	0.051931	0.050296	0.048777	0.047265	0.045856	0.044454	0.043143	0.041840	0.040617	0.039402	0.038259	0.037123	0.036052	0.034989	0.033983	0.032986	0.032040	0.031102	0.030211	0.029328	0.028488	0.027655	0.026860	0.026074	0.025322	0.024578	0.023865	0.023160	0.022484	0.021815	0.021173	0.020538	0.019927	0.019323	0.018741	0.018165	0.017610	0.017062	0.016532	0.016008	0.015501	0.015000	0.014515	0.014036	0.013571	0.013111	0.012665	0.012224	0.011795	0.011371	0.010958	0.010549	0.010151	0.009757	0.009372	0.008991	0.008619	0.008251	0.007890	0.007533	0.007182	0.006835	0.006494	0.006156	0.005824	0.005494	0.005169	0.004847	0.004529	0.004213	0.003901	0.003590	0.003283	0.002977	0.002674	0.002372	0.002072	0.001774	0.001476	0.001180	0.000884	0.000589	0.000294	0.000000	
